Animal ID,Animal Type,Total Days,Excluded Days,LOS,Age (years),Incoming Source,Incoming Date,Incoming Region,Status Date,Outgoing Eval Cat
455799,Rabbit,13.84,0,13.84,1,Owner Surrender,03/02/2018 15:23,Victoria Branch,03/16/2018 11:33,TR
453432,Rabbit,13.82,0,13.82,0,Owner Surrender,01/26/2018 17:02,Maple Ridge Branch,02/09/2018 12:42,H
456337,Rabbit,13.71,0,13.71,4,Humane Officer Seized,03/09/2018 22:29,Cruelty Investigations Department,03/23/2018 15:32,UU
456338,Rabbit,13.71,0,13.71,4,Humane Officer Seized,03/09/2018 22:29,Cruelty Investigations Department,03/23/2018 15:32,UU
419382,Rabbit,180.99,167.31,13.68,0,Humane Officer Surrendered,11/10/2016 14:31,Chilliwack Branch,05/10/2017 14:18,H
513929,Rabbit,117.13,103.6,13.52,0,Owner Surrender,07/22/2020 12:29,Vancouver Branch,11/16/2020 15:30,TR
513931,Rabbit,117.13,103.6,13.52,0,Owner Surrender,07/22/2020 12:29,Vancouver Branch,11/16/2020 15:30,TR
525801,Rabbit,43.12,29.9,13.22,1,Stray,03/19/2021 12:47,Kelowna Branch,05/01/2021 15:44,H
520859,Rabbit,92.14,78.92,13.22,0,Cruelty Case Offspring,11/25/2020 10:18,Vernon & District Branch,02/25/2021 13:37,TR
520862,Rabbit,92.14,78.92,13.22,0,Cruelty Case Offspring,11/25/2020 10:18,Vernon & District Branch,02/25/2021 13:37,TR
519001,Rabbit,13.21,0,13.21,1,Stray,10/23/2020 11:00,Campbell River Branch,11/05/2020 15:56,H
434382,Rabbit,13.2,0,13.2,2,Agency / Shelter,06/05/2017 11:11,Alberni-Clayoquot Branch,06/18/2017 16:04,TR
493322,Rabbit,24.3,11.11,13.18,0,Stray,07/28/2019 10:22,Burnaby Branch,08/21/2019 17:27,H
512204,Rabbit,13.12,0,13.12,4,Owner Surrender,06/18/2020 10:04,Sunshine Coast Branch ,07/01/2020 12:57,TM
436086,Rabbit,13.08,0,13.08,0,Owner Surrender,06/22/2017 10:46,Abbotsford Branch,07/05/2017 12:47,H
425966,Rabbit,13.02,0,13.02,1,Stray,02/17/2017 14:15,Abbotsford Branch,03/02/2017 14:44,H
456335,Rabbit,12.98,0,12.98,4,Humane Officer Seized,03/09/2018 22:29,Cruelty Investigations Department,03/22/2018 22:00,UU
456339,Rabbit,12.98,0,12.98,4,Humane Officer Seized,03/09/2018 22:29,Cruelty Investigations Department,03/22/2018 21:54,UU
456341,Rabbit,12.97,0,12.97,4,Humane Officer Seized,03/09/2018 22:29,Cruelty Investigations Department,03/22/2018 21:53,UU
451964,Rabbit,12.97,0,12.97,1,Owner Surrender,01/09/2018 14:10,Kelowna Branch,01/22/2018 13:28,H
441670,Rabbit,12.97,0,12.97,0,Owner Surrender,08/27/2017 13:03,Victoria Branch,09/09/2017 12:13,TR
441671,Rabbit,12.97,0,12.97,0,Owner Surrender,08/27/2017 13:03,Victoria Branch,09/09/2017 12:13,TR
397475,Rabbit,12.95,0,12.95,1,Returns,07/15/2017 14:27,Comox Valley & District Branch,07/28/2017 13:09,H
522246,Rabbit,12.94,0,12.94,,Stray,01/02/2021 13:07,Maple Ridge Branch,01/15/2021 11:39,H
525477,Rabbit,18.92,5.98,12.94,3,Stray,03/12/2021 14:05,Powell River & District Branch,03/31/2021 12:08,TR
531832,Rabbit,36.95,24.14,12.81,1,Owner Surrender,07/10/2021 15:23,Quesnel & District Branch,08/16/2021 14:14,TR
523053,Rabbit,13.57,0.88,12.69,0,Humane Officer Surrendered,01/19/2021 21:08,Chilliwack Branch,02/02/2021 10:53,TR
527858,Rabbit,38,25.71,12.3,1,Stray,05/03/2021 11:50,Chilliwack Branch,06/10/2021 11:57,TM
483691,Rabbit,12.26,0,12.26,2,Stray,03/25/2019 09:17,Comox Valley & District Branch,04/06/2019 15:25,TM
427266,Rabbit,12.23,0,12.23,3,Returns,02/21/2020 10:00,Sunshine Coast Branch ,03/04/2020 15:36,TR
521165,Rabbit,88.13,75.98,12.15,0,Owner Surrender,12/01/2020 13:15,East Kootenay Branch,02/27/2021 16:22,H
513054,Rabbit,58.01,45.88,12.14,0,Stray,07/07/2020 13:12,West Vancouver Branch,09/03/2020 13:33,TR
519179,Rabbit,12.05,0,12.05,,Owner Surrender,10/26/2020 13:07,Cowichan & District Branch,11/07/2020 14:16,H
525016,Rabbit,12.04,0,12.04,3,Stray,03/04/2021 15:07,Powell River & District Branch,03/16/2021 15:58,TR
525016,Rabbit,12.02,0,12.02,3,Returns,05/13/2021 15:38,Powell River & District Branch,05/25/2021 16:01,H
525477,Rabbit,12.02,0,12.02,3,Returns,05/13/2021 15:39,Powell River & District Branch,05/25/2021 16:01,H
438288,Rabbit,82.1,70.1,12,0,Stray,07/20/2017 14:49,Quesnel & District Branch,10/10/2017 17:13,H
503495,Rabbit,11.98,0,11.98,2,Returns,02/04/2020 13:11,Surrey Education & Adoption Centre,02/16/2020 12:40,TM
430521,Rabbit,11.96,0,11.96,5,Owner Surrender,04/20/2017 12:56,Sunshine Coast Branch ,05/02/2017 12:03,TR
476372,Rabbit,160.01,148.06,11.95,0,Stray,11/28/2018 13:13,Abbotsford Branch,05/07/2019 13:33,H
436526,Rabbit,69.05,57.11,11.94,1,Humane Officer Surrendered,07/05/2017 12:15,Vancouver Branch,09/12/2017 13:25,TM
441259,Rabbit,11.91,0,11.91,0,Owner Surrender,08/23/2017 12:20,Sunshine Coast Branch ,09/04/2017 10:09,H
527070,Rabbit,11.74,0,11.74,1,Stray,04/16/2021 17:26,Vancouver Branch,04/28/2021 11:18,TR
513927,Rabbit,129.11,117.57,11.53,0,Owner Surrender,07/22/2020 12:29,Vancouver Branch,11/28/2020 15:05,TR
513928,Rabbit,129.11,117.57,11.53,0,Owner Surrender,07/22/2020 12:29,Vancouver Branch,11/28/2020 15:05,TR
443348,Rabbit,11.2,0,11.2,,Humane Officer Surrendered,09/14/2017 09:20,West Vancouver Branch,09/25/2017 14:15,H
489113,Rabbit,59.11,47.95,11.16,1,Stray,06/05/2019 11:08,Abbotsford Branch,08/03/2019 13:48,TR
293424,Rabbit,11.12,0,11.12,7,Owner Surrender,06/16/2020 11:12,Maple Ridge Branch,06/27/2020 14:08,TR
488048,Rabbit,11.12,0,11.12,,Stray,05/22/2019 15:27,North Peace Branch,06/02/2019 18:21,TR
452013,Rabbit,177.9,166.81,11.1,1,Humane Officer Seized,01/09/2018 15:00,Chilliwack Branch,07/06/2018 12:41,TR
451882,Rabbit,56.12,45.02,11.09,0,Stray,01/08/2018 12:03,Kelowna Branch,03/05/2018 14:49,TR
525619,Rabbit,125.11,114.04,11.07,0,ACO Impound,03/16/2021 12:55,Burnaby Branch,07/19/2021 15:36,TR
523800,Rabbit,11.07,0,11.07,2,Owner Surrender,02/06/2021 12:12,Sunshine Coast Branch ,02/17/2021 13:50,TR
429213,Rabbit,26.02,14.96,11.06,2,Owner Surrender,04/01/2017 11:49,Vancouver Branch,04/27/2017 12:16,H
442174,Rabbit,11.05,0,11.05,0,Owner Surrender,09/01/2017 10:05,East Kootenay Branch,09/12/2017 11:23,H
442176,Rabbit,11.05,0,11.05,0,Owner Surrender,09/01/2017 10:05,East Kootenay Branch,09/12/2017 11:23,H
525564,Rabbit,11.04,0,11.04,0,Owner Surrender,03/14/2021 14:12,Sunshine Coast Branch ,03/25/2021 15:06,TR
413604,Rabbit,11.03,0,11.03,1,Returns,07/30/2017 13:18,Chilliwack Branch,08/10/2017 14:07,H
451345,Rabbit,11.02,0,11.02,2,Owner Surrender,06/30/2019 11:56,Surrey Education & Adoption Centre,07/11/2019 12:25,TM
491230,Rabbit,11.02,0,11.02,1,Owner Surrender,06/30/2019 11:50,Surrey Education & Adoption Centre,07/11/2019 12:25,TM
534480,Rabbit,11,0,11,2,Stray,08/25/2021 12:54,Abbotsford Branch,09/05/2021 12:48,H
452016,Rabbit,86.8,75.81,10.99,2,Humane Officer Seized,01/09/2018 15:00,Chilliwack Branch,04/06/2018 10:16,UU
454646,Rabbit,37,26,10.99,1,Owner Surrender,03/15/2019 12:12,Vancouver Branch,04/21/2019 12:06,TR
454647,Rabbit,37,26,10.99,1,Owner Surrender,03/15/2019 12:13,Vancouver Branch,04/21/2019 12:06,TR
483021,Rabbit,10.97,0,10.97,2,Owner Surrender,03/14/2019 14:54,Chilliwack Branch,03/25/2019 14:05,TR
428894,Rabbit,10.96,0,10.96,,Stray,03/28/2017 16:44,West Vancouver Branch,04/08/2017 15:53,UU
521179,Rabbit,10.94,0,10.94,0,Stray,12/01/2020 13:59,Cowichan & District Branch,12/12/2020 12:39,TR
519120,Rabbit,10.94,0,10.94,0,Returns,12/19/2020 14:17,Kelowna Branch,12/30/2020 12:51,TR
529851,Rabbit,10.91,0,10.91,0,Owner Surrender,06/08/2021 14:02,Maple Ridge Branch,06/19/2021 11:54,H
481050,Rabbit,147.91,137,10.9,0,Owner Surrender,02/09/2019 17:02,Victoria Branch,07/07/2019 14:48,TR
481053,Rabbit,147.91,137.01,10.9,0,Owner Surrender,02/09/2019 17:02,Victoria Branch,07/07/2019 14:48,TR
454993,Rabbit,10.89,0,10.89,0,Stray,02/20/2018 15:26,Parksville-Qualicum Beach & District Branch,03/03/2018 12:41,TR
481504,Rabbit,10.89,0,10.89,5,Owner Surrender,02/17/2019 13:51,Victoria Branch,02/28/2019 11:17,TR
451823,Rabbit,10.88,0,10.88,2,Owner Surrender,01/06/2018 15:21,Abbotsford Branch,01/17/2018 12:34,H
451824,Rabbit,10.88,0,10.88,2,Owner Surrender,01/06/2018 15:21,Abbotsford Branch,01/17/2018 12:35,H
518890,Rabbit,27.88,17.02,10.86,2,Stray,10/20/2020 16:05,North Cariboo District Branch,11/17/2020 13:09,TR
474448,Rabbit,10.84,0,10.84,2,Owner Surrender,10/29/2018 17:16,Vancouver Branch,11/09/2018 13:23,TM
443783,Rabbit,10.82,0,10.82,1,ACO Impound,09/19/2017 13:25,Burnaby Branch,09/30/2017 09:11,H
492972,Rabbit,69.95,59.19,10.76,0,Stray,07/23/2019 16:58,Vancouver Branch,10/01/2019 15:51,TR
501092,Rabbit,10.74,0,10.74,2,Stray,10/27/2019 16:31,Abbotsford Branch,11/07/2019 10:16,UU
500830,Rabbit,21.03,10.77,10.26,0,Owner Surrender,11/02/2019 10:25,Burnaby Branch,11/23/2019 11:07,TR
442700,Rabbit,51.16,40.92,10.24,0,Stray,09/07/2017 12:10,Comox Valley & District Branch,10/28/2017 15:56,TR
532730,Rabbit,22.15,11.94,10.21,0,Stray,07/27/2021 11:01,Burnaby Branch,08/18/2021 14:39,TR
448818,Rabbit,10.2,0,10.2,1,Stray,11/18/2017 11:40,Maple Ridge Branch,11/28/2017 16:22,TR
513563,Rabbit,33.13,22.95,10.19,0,Stray,07/15/2020 12:16,Burnaby Branch,08/17/2020 15:26,H
483698,Rabbit,10.19,0,10.19,0,Owner Surrender,03/25/2019 10:43,Vancouver Branch,04/04/2019 15:11,H
500857,Rabbit,33.09,22.9,10.18,0,Owner Surrender,11/02/2019 12:58,Kelowna Branch,12/05/2019 15:01,H
536760,Rabbit,10.16,0,10.16,0,Returns,11/06/2021 13:08,Victoria Branch,11/16/2021 17:03,H
533144,Rabbit,121.98,111.82,10.15,3,Owner Surrender,08/04/2021 13:47,Vernon & District Branch,12/04/2021 13:12,H
437947,Rabbit,10.13,0,10.13,1,Stray,07/17/2017 11:20,Maple Ridge Branch,07/27/2017 14:29,H
437948,Rabbit,10.13,0,10.13,1,Stray,07/17/2017 11:20,Maple Ridge Branch,07/27/2017 14:29,H
451125,Rabbit,10.13,0,10.13,0,Owner Surrender,12/23/2017 13:46,Maple Ridge Branch,01/02/2018 16:54,H
451130,Rabbit,10.13,0,10.13,0,Owner Surrender,12/23/2017 13:46,Maple Ridge Branch,01/02/2018 16:54,H
418121,Rabbit,99.01,88.9,10.11,0,Stray,10/26/2016 16:07,Kelowna Branch,02/02/2017 16:18,TR
457416,Rabbit,13.09,2.98,10.11,0,Stray,03/24/2018 13:03,North Cariboo District Branch,04/06/2018 15:12,H
418120,Rabbit,99.01,88.9,10.1,0,Stray,10/26/2016 16:07,Kelowna Branch,02/02/2017 16:18,TR
430541,Rabbit,10.08,0,10.08,4,Owner Surrender,04/20/2017 14:23,Abbotsford Branch,04/30/2017 16:18,H
430542,Rabbit,10.08,0,10.08,4,Owner Surrender,04/20/2017 14:23,Abbotsford Branch,04/30/2017 16:18,H
504288,Rabbit,30.07,20.01,10.06,1,Owner Surrender,12/29/2019 12:58,Vancouver Branch,01/28/2020 14:44,H
437386,Rabbit,10.05,0,10.05,,Stray,07/09/2017 11:59,Maple Ridge Branch,07/19/2017 13:15,H
484460,Rabbit,110.86,100.85,10.01,2,Owner Surrender,04/03/2019 12:39,North Peace Branch,07/23/2019 09:21,UU
439876,Rabbit,10,0,10,2,Stray,08/08/2017 10:48,Powell River & District Branch,08/08/2017 10:50,UU
499731,Rabbit,57.91,47.91,9.99,1,Owner Surrender,10/17/2019 15:57,Burnaby Branch,12/14/2019 13:41,H
450086,Rabbit,9.99,0,9.99,3,Owner Surrender,01/09/2018 16:11,Kelowna Branch,01/19/2018 15:53,H
475684,Rabbit,115.75,105.79,9.97,0,Shelter Offspring,11/16/2018 15:31,Vancouver Branch,03/12/2019 09:37,TR
496802,Rabbit,39.01,29.05,9.96,0,Owner Surrender,09/09/2019 13:52,East Kootenay Branch,10/18/2019 14:11,TR
433933,Rabbit,69.02,59.07,9.95,,Owner Surrender,05/30/2017 13:56,Chilliwack Branch,08/07/2017 14:28,TR
474447,Rabbit,9.95,0,9.95,2,Owner Surrender,10/29/2018 17:16,Vancouver Branch,11/08/2018 16:09,UU
502859,Rabbit,22.89,12.97,9.91,2,Stray,12/01/2019 15:48,Abbotsford Branch,12/24/2019 13:08,H
508968,Rabbit,23.78,13.87,9.91,2,Stray,03/17/2020 17:27,North Cariboo District Branch,04/10/2020 12:13,H
447193,Rabbit,27.9,18,9.91,2,Agency / Shelter,10/27/2017 16:22,Victoria Branch,11/24/2017 14:03,TR
424973,Rabbit,9.86,0,9.86,0,Owner Surrender,02/01/2017 14:23,Sunshine Coast Branch ,02/11/2017 11:08,TM
443478,Rabbit,9.83,0,9.83,0,Owner Surrender,09/15/2017 13:02,Abbotsford Branch,09/25/2017 09:00,UU
427146,Rabbit,9.81,0,9.81,0,Owner Surrender,03/06/2017 17:27,Maple Ridge Branch,03/16/2017 12:56,H
495529,Rabbit,39.89,30.12,9.77,,Stray,08/23/2019 17:00,West Vancouver Branch,10/02/2019 14:23,H
456340,Rabbit,9.72,0,9.72,4,Humane Officer Seized,03/09/2018 22:29,Cruelty Investigations Department,03/19/2018 15:50,UU
443350,Rabbit,9.22,0,9.22,,Humane Officer Surrendered,09/14/2017 09:20,West Vancouver Branch,09/23/2017 14:36,H
444654,Rabbit,46.12,36.94,9.18,0,Stray,09/29/2017 11:12,West Vancouver Branch,11/14/2017 14:00,TR
503908,Rabbit,33.32,24.15,9.17,0,Owner Surrender,12/19/2019 09:53,North Cariboo District Branch,01/21/2020 17:39,TR
510042,Rabbit,9.15,0,9.15,0,Stray,05/01/2020 11:33,West Vancouver Branch,05/10/2020 15:09,TR
506840,Rabbit,78.03,68.9,9.13,0,Owner Surrender,02/10/2020 12:09,East Kootenay Branch,04/28/2020 12:58,TR
447817,Rabbit,13.16,4.04,9.12,2,Stray,11/04/2017 12:02,Maple Ridge Branch,11/17/2017 15:50,H
425133,Rabbit,9.11,0,9.11,0,Owner Surrender,02/03/2017 11:39,Williams Lake & District Branch,02/12/2017 14:23,H
444655,Rabbit,79.19,70.1,9.09,0,Stray,09/29/2017 11:12,West Vancouver Branch,12/17/2017 15:43,H
444653,Rabbit,43.19,34.11,9.08,0,Stray,09/29/2017 11:12,West Vancouver Branch,11/11/2017 15:45,TR
450275,Rabbit,50.88,41.82,9.06,1,Stray,12/09/2017 15:10,Shuswap Branch,01/29/2018 12:19,H
502859,Rabbit,9.03,0,9.03,2,Returns,12/24/2019 14:36,Abbotsford Branch,01/02/2020 15:15,H
479580,Rabbit,9.03,0,9.03,2,Owner Surrender,01/19/2019 11:27,Maple Ridge Branch,01/28/2019 12:13,H
448466,Rabbit,9.01,0,9.01,2,Owner Surrender,11/13/2017 13:07,Chilliwack Branch,11/22/2017 13:15,H
475828,Rabbit,54.85,45.86,8.99,0,Stray,11/16/2018 17:00,Cowichan & District Branch,01/10/2019 13:27,H
529341,Rabbit,8.99,0,8.99,1,Returns,06/15/2021 12:59,Powell River & District Branch,06/24/2021 12:47,TR
497562,Rabbit,8.98,0,8.98,,Stray,09/18/2019 16:36,North Cariboo District Branch,09/27/2019 16:13,H
455388,Rabbit,8.97,0,8.97,1,Owner Surrender,02/25/2018 11:35,Kelowna Branch,03/06/2018 10:51,TR
431519,Rabbit,8.96,0,8.96,1,Stray,05/01/2017 15:40,Kamloops & District Branch,05/10/2017 14:45,TR
467753,Rabbit,8.94,0,8.94,3,Owner Surrender,08/03/2018 14:17,Maple Ridge Branch,08/12/2018 12:44,H
453536,Rabbit,17.15,8.22,8.93,1,Owner Surrender,01/28/2018 13:47,Victoria Branch,02/14/2018 17:20,H
422635,Rabbit,149.96,141.06,8.9,2,Returns,05/31/2017 15:03,North Cariboo District Branch,10/28/2017 14:02,H
537967,Rabbit,8.9,0,8.9,2,Owner Surrender,10/25/2021 14:55,Sunshine Coast Branch ,11/03/2021 12:36,TR
520933,Rabbit,8.89,0,8.89,2,Owner Surrender,11/26/2020 11:54,Kamloops & District Branch,12/05/2020 09:14,TR
508916,Rabbit,8.88,0,8.88,0,Owner Surrender,03/16/2020 14:51,Vancouver Branch,03/25/2020 12:05,TR
452679,Rabbit,30.1,21.23,8.87,0,Owner Surrender,01/17/2018 13:11,Campbell River Branch,02/16/2018 15:32,H
527891,Rabbit,8.85,0,8.85,1,Ambulance,05/03/2021 19:05,Vancouver Branch,05/12/2021 15:24,UU
527732,Rabbit,122.98,114.15,8.83,0,Stray,04/30/2021 15:35,Vancouver Branch,08/31/2021 15:04,H
512351,Rabbit,48.86,40.05,8.81,3,Owner Surrender,06/21/2020 14:03,East Kootenay Branch,08/09/2020 10:43,TR
442162,Rabbit,8.79,0,8.79,2,Owner Surrender,08/31/2017 17:07,Victoria Branch,09/09/2017 12:11,H
427837,Rabbit,8.75,0,8.75,5,Owner Surrender,03/15/2017 17:40,Nanaimo & District Branch,03/24/2017 11:47,UU
529876,Rabbit,8.66,0,8.66,,ACO Impound,06/08/2021 17:59,Vancouver Branch,06/17/2021 09:51,UU
461154,Rabbit,8.19,0,8.19,,Owner Surrender,05/16/2018 09:51,South Peace Branch,05/24/2018 14:18,H
468028,Rabbit,8.17,0,8.17,4,Stray,08/08/2018 12:14,Campbell River Branch,08/16/2018 16:22,TM
489465,Rabbit,56.12,47.97,8.15,0,Stray,06/06/2019 12:28,North Peace Branch,08/01/2019 15:17,H
489467,Rabbit,56.12,47.97,8.15,0,Stray,06/06/2019 12:28,North Peace Branch,08/01/2019 15:17,H
454678,Rabbit,8.14,0,8.14,0,Owner Surrender,02/15/2018 12:20,Nanaimo & District Branch,02/23/2018 15:35,TR
455069,Rabbit,80.05,71.93,8.12,0,Stray,02/21/2018 13:01,Comox Valley & District Branch,05/12/2018 14:12,TR
455065,Rabbit,81.06,72.95,8.11,0,Stray,02/21/2018 13:01,Comox Valley & District Branch,05/13/2018 14:29,TR
455066,Rabbit,51.03,42.93,8.11,0,Stray,02/21/2018 13:01,Comox Valley & District Branch,04/13/2018 13:48,TR
455067,Rabbit,81.06,72.95,8.11,0,Stray,02/21/2018 13:01,Comox Valley & District Branch,05/13/2018 14:29,TR
455068,Rabbit,81.06,72.95,8.11,0,Stray,02/21/2018 13:01,Comox Valley & District Branch,05/13/2018 14:29,TR
449285,Rabbit,12.07,3.99,8.08,1,Stray,11/25/2017 12:45,West Vancouver Branch,12/07/2017 14:25,H
425965,Rabbit,8.07,0,8.07,1,Stray,02/17/2017 14:15,Abbotsford Branch,02/25/2017 15:53,H
501047,Rabbit,8.06,0,8.06,2,Owner Surrender,11/06/2019 11:38,Victoria Branch,11/14/2019 13:11,TR
454646,Rabbit,8.05,0,8.05,1,Returns,05/10/2019 13:53,Vancouver Branch,05/18/2019 15:10,TR
454647,Rabbit,8.05,0,8.05,1,Returns,05/10/2019 13:55,Vancouver Branch,05/18/2019 15:10,TR
491637,Rabbit,8.03,0,8.03,,Stray,07/05/2019 17:42,Sunshine Coast Branch ,07/13/2019 18:20,UU
429155,Rabbit,18.03,10.02,8.01,0,Stray,03/31/2017 14:16,Maple Ridge Branch,04/18/2017 14:58,H
440448,Rabbit,8.01,0,8.01,4,Owner Surrender,08/14/2017 12:40,Maple Ridge Branch,08/22/2017 12:55,TR
516187,Rabbit,56.09,48.09,8,2,Stray,09/02/2020 15:59,Burnaby Branch,10/28/2020 18:05,H
440839,Rabbit,12.98,5.04,7.95,,Owner Surrender,08/18/2017 17:09,Vancouver Branch,08/31/2017 16:46,TR
434122,Rabbit,7.92,0,7.92,4,Stray,06/01/2017 13:52,South Okanagan/Similkameen Branch,06/09/2017 12:01,UU
445661,Rabbit,24.04,16.13,7.91,3,Owner Surrender,09/24/2020 11:06,Victoria Branch,10/18/2020 12:02,TM
433350,Rabbit,17.11,9.21,7.9,5,Stray,05/23/2017 14:15,Abbotsford Branch,06/09/2017 16:56,TR
465258,Rabbit,8.96,1.05,7.9,0,Owner Surrender,07/05/2018 15:02,Vancouver Branch,07/14/2018 13:58,UU
503646,Rabbit,32,24.11,7.89,0,Owner Surrender,12/12/2019 11:53,North Peace Branch,01/13/2020 11:54,H
453535,Rabbit,7.88,0,7.88,1,Owner Surrender,01/28/2018 13:47,Victoria Branch,02/05/2018 10:58,H
526843,Rabbit,19.83,12.05,7.77,1,Stray,04/12/2021 14:55,Chilliwack Branch,05/02/2021 10:47,TR
526844,Rabbit,19.83,12.06,7.77,1,Stray,04/12/2021 14:55,Chilliwack Branch,05/02/2021 10:47,TR
527988,Rabbit,7.38,0,7.38,1,Ambulance,05/06/2021 00:19,Vancouver Branch,05/13/2021 09:19,UU
515908,Rabbit,13.04,5.7,7.34,1,Stray,08/28/2020 10:10,Chilliwack Branch,09/10/2020 11:01,H
432168,Rabbit,7.26,0,7.26,0,Owner Surrender,05/10/2017 10:33,Victoria Branch,05/17/2017 16:54,TR
483058,Rabbit,25.07,17.82,7.25,2,Owner Surrender,03/15/2019 11:25,Vancouver Branch,04/09/2019 13:05,TR
490488,Rabbit,120.08,112.87,7.21,0,Stray,06/21/2019 12:49,Vancouver Branch,10/19/2019 14:43,TR
444652,Rabbit,31.08,23.93,7.14,0,Stray,09/29/2017 11:12,West Vancouver Branch,10/30/2017 13:01,H
444656,Rabbit,31.08,23.93,7.14,0,Stray,09/29/2017 11:12,West Vancouver Branch,10/30/2017 13:01,H
507338,Rabbit,50.84,43.72,7.13,0,Stray,02/18/2020 13:50,North Cariboo District Branch,04/09/2020 10:06,TR
507339,Rabbit,50.84,43.72,7.13,0,Stray,02/18/2020 13:50,North Cariboo District Branch,04/09/2020 10:06,TR
471044,Rabbit,7.12,0,7.12,0,Stray,09/14/2018 10:50,Surrey Education & Adoption Centre,09/21/2018 13:41,TR
512224,Rabbit,16.12,9.01,7.11,0,Owner Surrender,10/15/2020 13:03,Nelson Branch,10/31/2020 15:54,H
512225,Rabbit,16.12,9.01,7.11,0,Owner Surrender,10/15/2020 13:07,Nelson Branch,10/31/2020 15:54,H
511074,Rabbit,195.97,188.91,7.07,0,ACO Impound,05/26/2020 20:52,Burnaby Branch,12/09/2020 15:34,H
489369,Rabbit,21.16,14.09,7.07,1,Owner Surrender,06/08/2019 10:59,Surrey Education & Adoption Centre,06/29/2019 14:52,TR
489371,Rabbit,21.16,14.09,7.07,1,Owner Surrender,06/08/2019 11:03,Surrey Education & Adoption Centre,06/29/2019 14:52,TR
519123,Rabbit,7.06,0,7.06,1,Returns,03/30/2021 14:49,Abbotsford Branch,04/06/2021 16:17,H
511150,Rabbit,195.97,188.91,7.06,0,ACO Impound,05/26/2020 20:52,Burnaby Branch,12/09/2020 15:34,H
455683,Rabbit,7.06,0,7.06,1,Stray,03/01/2018 12:37,Comox Valley & District Branch,03/08/2018 13:59,TR
489467,Rabbit,7.06,0,7.06,0,Returns,08/22/2019 14:42,North Peace Branch,08/29/2019 16:09,H
520884,Rabbit,7.05,0,7.05,0,Owner Surrender,11/25/2020 12:00,Powell River & District Branch,12/02/2020 13:16,UU
521985,Rabbit,7.05,0,7.05,0,Owner Surrender,12/22/2020 11:04,Vancouver Branch,12/29/2020 12:15,H
516621,Rabbit,7.04,0,7.04,,Stray,09/10/2020 15:48,Abbotsford Branch,09/17/2020 16:47,UU
527444,Rabbit,14.79,7.75,7.04,5,Humane Officer Surrendered,04/23/2021 16:12,Maple Ridge Branch,05/08/2021 11:11,H
431765,Rabbit,7.03,0,7.03,5,Stray,05/04/2017 12:07,Campbell River Branch,05/11/2017 12:45,TM
442533,Rabbit,7.02,0,7.02,1,Owner Surrender,09/05/2017 13:26,Abbotsford Branch,09/12/2017 13:57,H
431710,Rabbit,7.02,0,7.02,,Owner Surrender,05/03/2017 15:16,Comox Valley & District Branch,05/10/2017 15:47,H
434196,Rabbit,7.02,0,7.02,0,Returns,01/06/2018 15:42,Maple Ridge Branch,01/13/2018 16:06,H
435010,Rabbit,18.14,11.13,7.01,0,Owner Surrender,06/11/2017 13:22,Abbotsford Branch,06/29/2017 16:39,H
435013,Rabbit,18.14,11.13,7.01,1,Owner Surrender,06/11/2017 13:22,Abbotsford Branch,06/29/2017 16:39,H
546916,Rabbit,44,36.99,7.01,0,Stray,01/24/2017 12:50,Burnaby Branch,03/09/2017 12:48,H
422021,Rabbit,21.9,14.89,7,2,Owner Surrender,12/20/2016 15:49,Burnaby Branch,01/11/2017 13:19,H
419385,Rabbit,135.96,128.95,7,0,Humane Officer Surrendered,11/10/2016 14:31,Chilliwack Branch,03/26/2017 13:27,H
538102,Rabbit,6.97,0,6.97,5,Stray,10/27/2021 14:24,Abbotsford Branch,11/03/2021 13:39,TR
523771,Rabbit,6.97,0,6.97,2,ACO Impound,02/05/2021 14:03,Vancouver Branch,02/12/2021 13:27,UU
523775,Rabbit,27.01,20.05,6.96,,Stray,02/05/2021 15:18,Burnaby Branch,03/04/2021 15:37,H
537213,Rabbit,29.02,22.06,6.96,0,Humane Officer Seized,10/12/2021 14:46,Chilliwack Branch,11/10/2021 15:16,UU
537221,Rabbit,29.02,22.06,6.95,0,Humane Officer Seized,10/12/2021 14:46,Chilliwack Branch,11/10/2021 15:10,UU
477603,Rabbit,6.93,0,6.93,1,Stray,12/15/2018 14:00,Vernon & District Branch,12/22/2018 12:14,TR
509099,Rabbit,16,9.1,6.9,4,Stray,03/23/2020 15:22,West Vancouver Branch,04/08/2020 15:19,H
433931,Rabbit,6.89,0,6.89,1,Stray,05/30/2017 13:36,Kelowna Branch,06/06/2017 10:51,TR
410798,Rabbit,7.01,0.11,6.89,,Transfer In,02/26/2017 14:23,Victoria Branch,03/05/2017 14:33,H
434042,Rabbit,6.88,0,6.88,4,Owner Surrender,05/31/2017 15:27,Abbotsford Branch,06/07/2017 12:38,H
519123,Rabbit,6.88,0,6.88,1,Returns,03/23/2021 16:25,Abbotsford Branch,03/30/2021 13:36,H
529341,Rabbit,6.83,0,6.83,1,Stray,05/30/2021 13:44,Sunshine Coast Branch ,06/06/2021 09:38,TR
508921,Rabbit,6.71,0,6.71,2,Stray,03/16/2020 16:25,Abbotsford Branch,03/23/2020 09:28,UU
502904,Rabbit,25.06,18.71,6.35,5,Owner Surrender,12/02/2019 12:41,Kelowna Branch,12/27/2019 14:02,H
